,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Rand,Fowlkes-Mallows,Jaccard,Number of clusters
900,subtractive,"ra = 0.1,tol = 0.1",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
901,subtractive,"ra = 0.1,tol = 0.2",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
902,subtractive,"ra = 0.1,tol = 0.3",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
903,subtractive,"ra = 0.1,tol = 0.4",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
904,subtractive,"ra = 0.1,tol = 0.5",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
905,subtractive,"ra = 0.1,tol = 0.6",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
906,subtractive,"ra = 0.1,tol = 0.7",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
907,subtractive,"ra = 0.1,tol = 0.8",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
908,subtractive,"ra = 0.1,tol = 0.9",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
909,subtractive,"ra = 0.1,tol = 1",Cosine,12882.09325667912,0.024547585994387375,4.4663812326178,11.935110476337366,0.054875259540083085,0.9449783297323364,0.7762863534675615,0.7714542762891773,0.5951417004048583,2
